id,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population,Race,Ethnicity
12620,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12621,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,381.0,Tech,,,,Yes,White , Non-Hispanic
12622,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,Yes,792.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Black , Non-Hispanic
12623,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,293.0,New,Aggravated Misdemeanor,Property,Theft,No,White , Non-Hispanic
12624,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No,Black , Non-Hispanic
12625,2013,2016,5JD,Parole Granted,Asian or Pacific Islander - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,Asian or Pacific Islander , Non-Hispanic
12626,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,175.0,Tech,,,,Yes,Black , Non-Hispanic
12627,2013,2016,NSD,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
12628,2013,2016,NSD,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
12629,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,35-44,Female,C Felony,Property,Forgery/Fraud,Yes,649.0,Tech,,,,Yes,Black , Non-Hispanic
12630,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,1042.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
12631,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12632,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12633,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12634,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,Yes,133.0,New,D Felony,Property,Burglary,Yes,White , Non-Hispanic
12635,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Property,Arson,Yes,320.0,Tech,,,,Yes,White , Non-Hispanic
12636,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Female,D Felony,Property,Forgery/Fraud,Yes,1010.0,New,D Felony,Property,Burglary,No,White , Non-Hispanic
12637,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,328.0,New,D Felony,Drug,Drug Possession,Yes,White , Non-Hispanic
12638,2013,2016,NSD,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,55 and Older,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
12639,2013,2016,4JD,Paroled to Detainer - Iowa,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,53.0,Tech,,,,Yes,White , Non-Hispanic
12640,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,218.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes,White , Non-Hispanic
12641,2013,2016,1JD,Paroled to Detainer - Out of State,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,Yes,175.0,Tech,,,,Yes,White , Non-Hispanic
12642,2013,2016,7JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12643,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Drug,Trafficking,Yes,860.0,New,C Felony,Drug,Other Drug,No,White , Non-Hispanic
12644,2013,2016,7JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,686.0,New,D Felony,Property,Theft,Yes,White , Non-Hispanic
12645,2013,2016,8JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12646,2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12647,2013,2016,7JD,Paroled to Detainer - Out of State,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,724.0,Tech,,,,Yes,White , Non-Hispanic
12648,2013,2016,5JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Female,D Felony,Property,Vandalism,Yes,930.0,New,Aggravated Misdemeanor,Property,Vandalism,Yes,Black , Non-Hispanic
12649,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes,371.0,New,Aggravated Misdemeanor,Violent,Assault,Yes,Black , Non-Hispanic
12650,2013,2016,NSD,Paroled to Detainer - INS,Asian or Pacific Islander - Non-Hispanic,55 and Older,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,Asian or Pacific Islander , Non-Hispanic
12651,2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,Under 25,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12652,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,924.0,New,D Felony,Property,Theft,No,White , Non-Hispanic
12653,2013,2016,8JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,Yes,330.0,Tech,,,,Yes,White , Non-Hispanic
12654,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes,1040.0,Tech,,,,Yes,White , Non-Hispanic
12655,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No,White , Non-Hispanic
12656,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12657,2013,2016,4JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,104.0,Tech,,,,Yes,Black , Non-Hispanic
12658,2013,2016,5JD,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12659,2013,2016,NSD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12660,2013,2016,NSD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12661,2013,2016,NSD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12662,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,161.0,Tech,,,,Yes,White , Non-Hispanic
12663,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,Serious Misdemeanor,Violent,Assault,Yes,533.0,New,Aggravated Misdemeanor,Public Order,OWI,No,Black , Non-Hispanic
12664,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12665,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,399.0,Tech,,,,Yes,White , Non-Hispanic
12666,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,214.0,New,C Felony,Property,Burglary,No,White , Non-Hispanic
12667,2013,2016,NSD,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12668,2013,2016,NSD,Paroled to Detainer - INS,White - Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Hispanic
12669,2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,289.0,New,C Felony,Drug,Trafficking,Yes,White , Non-Hispanic
12670,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
12671,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
12672,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
12673,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
12674,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
12675,2013,2016,5JD,Paroled to Detainer - Iowa,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,510.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes,White , Non-Hispanic
12676,2013,2016,7JD,Released to Special Sentence,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12677,2013,2016,NSD,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12678,2013,2016,8JD,Paroled to Detainer - Iowa,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12679,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,775.0,Tech,,,,Yes,White , Non-Hispanic
12680,2013,2016,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,362.0,New,Aggravated Misdemeanor,Public Order,OWI,Yes,White , Non-Hispanic
12681,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Flight/Escape,No,,No Recidivism,,,,No,Black , Non-Hispanic
12682,2013,2016,NSD,Paroled w/Immediate Discharge,White - Non-Hispanic,Under 25,Female,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12683,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12684,2013,2016,6JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12685,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12686,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12687,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12688,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12689,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12690,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12691,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12692,2013,2016,NSD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12693,2013,2016,NSD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12694,2013,2016,NSD,Paroled to Detainer - INS,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Hispanic
12695,2013,2016,NSD,Paroled to Detainer - INS,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Hispanic
12696,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,203.0,New,D Felony,Public Order,Other Public Order,No,White , Non-Hispanic
12697,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
12698,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
12699,2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,532.0,New,C Felony,Property,Theft,Yes,White , Non-Hispanic
12700,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,45-54,Male,B Felony,Violent,Sex,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12701,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12702,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12703,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12704,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12705,2013,2016,3JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,82.0,Tech,,,,Yes,White , Non-Hispanic
12706,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Female,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12707,2013,2016,NSD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,369.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
12708,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
12709,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
12710,2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,218.0,Tech,,,,Yes,White , Non-Hispanic
12711,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12712,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12713,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12714,2013,2016,8JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12715,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12716,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12717,2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12718,2013,2016,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12719,2013,2016,3JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Drug,Other Drug,Yes,16.0,Tech,,,,Yes,White , Non-Hispanic
12720,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
12721,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
12722,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
12723,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
12724,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
12725,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
12726,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
12727,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,Black , Non-Hispanic
12728,2013,2016,NSD,Paroled w/Immediate Discharge,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12729,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes,455.0,New,D Felony,Drug,Drug Possession,Yes,White , Non-Hispanic
12730,2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,584.0,Tech,,,,Yes,White , Non-Hispanic
12731,2013,2016,2JD,Paroled to Detainer - Out of State,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,954.0,New,D Felony,Drug,Trafficking,Yes,White , Non-Hispanic
12732,2013,2016,NSD,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12733,2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12734,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12735,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,245.0,New,B Felony,Drug,Trafficking,Yes,White , Non-Hispanic
12736,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,623.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,Black , Non-Hispanic
12737,2013,2016,7JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12738,2013,2016,7JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12739,2013,2016,7JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12740,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,315.0,Tech,,,,Yes,Black , Non-Hispanic
12741,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes,309.0,Tech,,,,Yes,White , Non-Hispanic
12742,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12743,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12744,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,149.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes,White , Non-Hispanic
12745,2013,2016,8JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12746,2013,2016,8JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
